Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Adama Traoré 28,  M(CLR),FW",178,86,0(1),7,-,-,-,-,1,75,-,-,6.62,Barcelona,2013/2014
"Cristian Tello 32,  M(LR)",178,65,2(19),380,1,2,-,-,1,83.6,-,-,6.32,Barcelona,2013/2014
"Sergi Roberto 32,  D(R),M(CR)",178,68,1(15),275,-,-,-,-,0.3,89.2,0.4,-,6.19,Barcelona,2013/2014
"Jonathan dos Santos 33,  M(CR)",172,74,0(3),17,-,-,-,-,-,92.9,-,-,6.09,Barcelona,2013/2014
"Jean Marie Dongou 28,  Forward",182,76,0(1),6,-,-,-,-,-,100,-,-,6.07,Barcelona,2013/2014
"Ibrahim Afellay 37,  M(CLR)",180,76,0(1),3,-,-,-,-,-,100,-,-,6.06,Barcelona,2013/2014
"Cristiano Ronaldo 39,  M(L),FW",187,83,30,2545,31,9,4,1,7.2,80.2,1.8,10,8.27,Real Madrid,2013/2014
"Gareth Bale 34,  M(CLR),FW",186,81,24(3),2073,15,12,3,-,3.3,76.3,1.1,5,7.75,Real Madrid,2013/2014
"Sergio Ramos 37,  D(CR)",184,82,32,2759,4,1,10,2,1.3,88.8,4.3,6,7.47,Real Madrid,2013/2014
"Ángel Di María 36,  M(CLR),FW",180,75,27(7),2384,4,17,6,-,1.8,82.1,-,1,7.46,Real Madrid,2013/2014
"Karim Benzema 36,  FW",185,81,34(1),2779,17,9,2,-,2.9,81.9,0.7,1,7.44,Real Madrid,2013/2014
"Pepe 41,  D(C)",188,81,30,2700,4,2,9,-,0.6,85.9,2.9,-,7.42,Real Madrid,2013/2014
"Isco 31,  M(CLR),FW",176,79,23(9),2001,8,6,1,-,1.4,88,0.4,4,7.41,Real Madrid,2013/2014
"Luka Modric 38,  M(C)",172,66,29(5),2651,1,6,6,-,1.1,89.7,0.4,-,7.31,Real Madrid,2013/2014
"Marcelo 35,  D(L),M(L)",173,72,24(4),2176,1,6,3,-,1,85,0.6,-,7.28,Real Madrid,2013/2014
"Dani Carvajal 32,  D(R)",173,73,25(6),2236,2,2,5,-,0.2,86.7,1.2,1,7.21,Real Madrid,2013/2014
"Mesut Özil 35,  M(CLR)",180,76,2,134,-,-,-,-,0.5,83.3,-,-,7.18,Real Madrid,2013/2014
"Xabi Alonso 42,  M(C)",183,80,23(3),2027,-,1,5,-,0.3,88,2,1,7.07,Real Madrid,2013/2014
"Asier Illarramendi 34,  M(C)",179,75,15(14),1397,2,1,3,-,0.3,88.9,0.7,2,6.92,Real Madrid,2013/2014
"Raphaël Varane 30,  D(C)",191,81,12(2),1085,-,1,1,-,0.1,89.1,1.9,-,6.89,Real Madrid,2013/2014
"Álvaro Arbeloa 41,  D(LR)",184,79,14(4),1322,-,-,7,-,0.1,91.6,1,-,6.83,Real Madrid,2013/2014
"Fábio Coentrão 36,  D(L),M(LR)",178,66,8(2),661,-,-,1,-,0.3,82.8,0.6,-,6.81,Real Madrid,2013/2014
"Diego López 42,  GK",196,89,36,3240,-,-,-,-,-,69.1,0.2,-,6.81,Real Madrid,2013/2014
"Nacho 34,  D(CLR)",180,76,8(4),812,-,1,2,-,0.2,91.5,0.8,-,6.8,Real Madrid,2013/2014
"Sami Khedira 36,  M(C)",189,90,12(1),974,1,1,4,-,0.6,86.5,0.7,-,6.75,Real Madrid,2013/2014
"Álvaro Morata 31,  AM(L),FW",190,84,3(20),559,8,-,2,-,1.7,69.2,0.9,-,6.66,Real Madrid,2013/2014
"Jesé 31,  AM(LR),FW",178,72,4(14),592,5,4,-,-,1.2,83.8,0.1,-,6.65,Real Madrid,2013/2014
"Casemiro 32,  DMC",185,84,1(11),273,-,1,-,-,0.3,86.2,0.4,-,6.46,Real Madrid,2013/2014
"Willian José 32,  FW",189,93,0(1),21,-,-,-,-,2,40,2,-,6.34,Real Madrid,2013/2014
"Diego Llorente 30,  D(C),DMC",186,75,0(1),17,-,-,-,-,-,87.5,-,-,6.24,Real Madrid,2013/2014
"Iker Casillas 42,  GK",185,84,2,180,-,-,-,-,-,78.1,-,-,6.2,Real Madrid,2013/2014
"Ander Herrera 34,  M(C)",182,71,31(2),2577,5,5,7,-,2.1,80.6,1,3,7.4,Athletic Bilbao,2013/2014
"Aritz Aduriz 43,  FW",181,77,26(5),2410,15,7,6,2,2.6,61.7,5.6,7,7.32,Athletic Bilbao,2013/2014
"Gurpegi 43,  D(C),M(C)",181,74,27,2386,2,-,8,-,0.3,82.9,2.7,1,7.28,Athletic Bilbao,2013/2014
"Iker Muniain 31,  AM(CLR)",170,65,32(3),2730,7,3,6,-,1.5,82.7,0.3,1,7.23,Athletic Bilbao,2013/2014
"Aymeric Laporte 29,  D(CL)",189,86,33(2),2948,2,-,4,1,0.8,81.9,2.5,1,7.2,Athletic Bilbao,2013/2014
"Markel Susaeta 36,  M(LR)",179,63,34(4),2978,6,12,1,-,1.2,78.8,0.4,2,7.15,Athletic Bilbao,2013/2014
"Ander Iturraspe 35,  M(C)",187,80,31(2),2707,-,2,8,-,0.4,81.5,3.1,2,7.13,Athletic Bilbao,2013/2014
"Mikel Balenziaga 36,  D(L)",177,76,31,2670,-,-,4,-,0.2,72.1,1,2,7.1,Athletic Bilbao,2013/2014
"Mikel San José 34,  D(C),DMC",188,78,19(6),1799,5,1,6,-,0.8,77.9,2.2,3,7.04,Athletic Bilbao,2013/2014
"Ibai Gómez 34,  AM(LR)",177,72,6(12),685,8,2,-,-,2.6,75.3,-,-,6.94,Athletic Bilbao,2013/2014
"Andoni Iraola 41,  D(R),M(CR)",182,75,28(5),2606,1,4,3,-,0.4,78.9,0.8,1,6.91,Athletic Bilbao,2013/2014
"Mikel Rico 39,  M(C)",179,75,31(3),2600,5,1,7,-,0.8,78.7,1,-,6.81,Athletic Bilbao,2013/2014
"Xabier Etxeita 36,  D(C)",186,78,2(1),185,-,-,-,-,-,74,2.7,-,6.77,Athletic Bilbao,2013/2014
"Gorka Iraizoz 43,  GK",191,87,33,2926,-,-,-,-,-,52.5,0.3,-,6.73,Athletic Bilbao,2013/2014
"Kike Sola 38,  FW",184,78,2(3),226,1,-,-,-,1.4,61.5,2.2,-,6.72,Athletic Bilbao,2013/2014
"Saborit 31,  D(L)",187,73,2(3),192,-,-,1,-,0.4,85.2,3.2,-,6.68,Athletic Bilbao,2013/2014
"Óscar De Marcos 34,  D(LR),M(CR)",182,77,19(16),1958,5,2,3,-,0.9,72,0.9,-,6.64,Athletic Bilbao,2013/2014
"Iago Herrerín 36,  GK",187,88,5(1),495,-,-,1,-,-,61.5,0.7,-,6.57,Athletic Bilbao,2013/2014
"Beñat Etxebarria 37,  M(C)",176,75,12(10),1013,1,3,4,-,0.7,82.7,0.4,-,6.56,Athletic Bilbao,2013/2014
"Guillermo Fernández 30,  FW",180,70,4(5),321,1,-,-,-,1.4,65.2,1.9,-,6.34,Athletic Bilbao,2013/2014
"Gaizka Toquero 39,  AM(R),FW",182,72,5(14),563,-,1,4,-,0.9,57.1,1.6,-,6.29,Athletic Bilbao,2013/2014
"Erik Morán 32,  DMC",187,74,4(10),573,-,-,3,1,0.3,82.5,0.9,-,6.23,Athletic Bilbao,2013/2014
"Unai Albizua 35,  Defender",180,79,0(4),34,-,-,-,-,-,66.7,0.3,-,6.2,Athletic Bilbao,2013/2014
"Ekiza 36,  D(C)",180,73,1,38,-,-,-,-,-,90.5,-,-,6.13,Athletic Bilbao,2013/2014
"Ivan Rakitic 36,  M(CL)",184,78,29(4),2676,11,10,7,-,2.3,79.3,1.2,6,7.61,Sevilla,2013/2014
"Federico Fazio 37,  D(C)",195,85,27,2387,2,1,6,-,0.6,76.7,4.2,1,7.43,Sevilla,2013/2014
"Stéphane Mbia 37,  D(C),M(C)",189,82,18(1),1508,3,4,5,1,1,83.4,1.9,-,7.2,Sevilla,2013/2014
"Daniel Carriço 35,  D(C),DMC",180,79,22,1939,2,-,8,-,0.8,80.1,2.1,2,7.16,Sevilla,2013/2014
"Iborra 36,  M(C)",190,80,25(2),2121,3,2,10,1,0.9,77,3.9,2,7.15,Sevilla,2013/2014
"Antonio Cotán 28,  Midfielder",175,69,2,180,-,-,1,-,-,90.3,2,-,7.06,Sevilla,2013/2014
"Coke 36,  D(CLR),M(R)",182,78,23(2),2081,3,1,7,-,0.8,77.3,1.9,2,7.01,Sevilla,2013/2014
"Carlos Bacca 37,  FW",181,77,27(7),2290,14,5,4,-,1.9,67.5,1.1,3,7.01,Sevilla,2013/2014
"Vitolo 34,  M(CLR),FW",185,80,25(4),2198,4,6,6,-,1.1,80.7,0.6,2,6.97,Sevilla,2013/2014
"Alberto Moreno 31,  D(L),M(L)",171,65,27(1),2409,3,-,5,1,0.8,78.5,0.9,2,6.92,Sevilla,2013/2014
"Javi Varas 41,  GK",182,74,5(1),495,-,-,-,-,-,57.5,0.3,-,6.86,Sevilla,2013/2014
"Nicolás Pareja 40,  D(C)",181,75,23(2),1970,-,-,4,-,0.2,77.2,2.3,-,6.84,Sevilla,2013/2014
"José Antonio Reyes 40,  M(CLR)",176,72,15(5),1176,-,6,5,-,1.1,68,0.5,-,6.83,Sevilla,2013/2014
"Fernando Navarro 41,  D(CL)",177,70,21(2),1924,-,-,5,-,-,74.9,1.6,-,6.79,Sevilla,2013/2014
"Diego Perotti 35,  M(CLR),FW",179,70,3(7),403,1,1,2,-,1.1,86.4,0.2,-,6.77,Sevilla,2013/2014
"Beto 41,  GK",182,81,33,2927,-,-,3,-,-,56.4,0.4,1,6.76,Sevilla,2013/2014
"Juan Cala 34,  D(C)",185,78,9,771,1,-,5,2,0.8,77.4,2,-,6.74,Sevilla,2013/2014
"Kevin Gameiro 36,  AM(C),FW",172,70,20(15),1890,14,3,1,-,1.5,77.7,0.2,2,6.73,Sevilla,2013/2014
"Diogo Figueiras 33,  D(LR),M(R)",168,64,19(3),1767,1,1,7,1,0.8,71.2,0.4,-,6.71,Sevilla,2013/2014
"Marko Marin 35,  M(CLR)",170,64,10(7),930,-,3,3,-,1,83.9,0.1,-,6.63,Sevilla,2013/2014
"Jairo Samperio 30,  M(LR)",173,69,16(7),1354,4,2,2,1,1.2,63.7,0.5,2,6.56,Sevilla,2013/2014
"Sebastián Cristóforo 30,  M(C)",175,68,4(8),525,-,1,3,-,0.2,88.7,0.4,-,6.54,Sevilla,2013/2014
"Geoffrey Kondogbia 31,  D(C),DMC",188,80,0(2),90,-,-,2,-,0.5,93.2,0.5,-,6.47,Sevilla,2013/2014
"Carlos Fernández 27,  AM(C),FW",185,72,2(2),207,-,-,-,-,0.8,68.8,1.5,-,6.44,Sevilla,2013/2014
"Bryan Rabello 29,  Midfielder",167,70,2(4),206,-,-,-,-,0.8,81.5,0.2,-,6.33,Sevilla,2013/2014
"Piotr Trochowski 39,  M(CL)",169,72,9(9),846,-,1,2,-,0.4,81.1,0.4,-,6.32,Sevilla,2013/2014
"Raul Andrei Rusescu 35,  AM(C),FW",181,73,0(1),6,-,-,-,-,3,100,-,-,6.25,Sevilla,2013/2014
"Israel Puerto 30,  Defender",187,74,0(3),38,-,-,-,-,-,96.9,-,-,6.19,Sevilla,2013/2014
"Denis Cheryshev 33,  AM(L),FW",179,74,1(3),91,-,-,1,1,0.8,72.2,0.8,-,6.18,Sevilla,2013/2014
"Moi Delgado 29,  Defender",173,66,1(1),93,-,-,-,-,0.5,84.8,-,-,6.15,Sevilla,2013/2014
"Mode 29,  Defender",0,0,0(1),16,-,-,-,-,-,100,-,-,6.09,Sevilla,2013/2014
"Bruno Soriano 39,  M(C)",184,73,35(1),2940,6,2,5,1,0.9,85.5,1.9,3,7.14,Villarreal,2013/2014
"Mateo Musacchio 33,  D(C)",180,73,32,2844,1,1,3,-,0.3,79.3,1.9,2,7.13,Villarreal,2013/2014
"Gabriel Paulista 33,  D(CR)",185,72,17(1),1473,-,1,3,-,0.2,83.9,1.8,-,7.11,Villarreal,2013/2014
"Giovani dos Santos 34,  AM(CLR),FW",174,71,26(4),2205,10,8,2,-,1.9,77.5,0.2,4,7.03,Villarreal,2013/2014
"Cani 42,  M(CLR)",180,75,24(1),1993,3,5,3,-,1,72.6,0.4,3,7.03,Villarreal,2013/2014
"Mario Gaspar 33,  D(CR),M(R)",182,74,36,3240,1,1,3,-,0.7,78.3,1.1,-,6.99,Villarreal,2013/2014
"Ikechukwu Uche 40,  FW",172,70,19(7),1657,13,2,2,1,1.6,71.9,1.6,3,6.98,Villarreal,2013/2014
"Javier Aquino 34,  AM(R)",165,62,18(9),1695,1,4,2,-,0.7,77,0.5,2,6.93,Villarreal,2013/2014
"Bojan Jokic 37,  D(CL),M(L)",176,77,14(1),1236,-,1,6,-,0.2,78.5,0.9,1,6.84,Villarreal,2013/2014
"Jaume Costa 35,  D(LR),M(L)",171,62,26(2),2376,-,1,10,-,0.4,77.1,0.8,-,6.83,Villarreal,2013/2014
"Moi Gómez 29,  M(CLR)",176,71,15(2),1187,2,3,-,-,1.4,76.9,0.7,-,6.8,Villarreal,2013/2014
"Hernán Pérez 35,  M(LR)",177,76,9(4),688,1,-,-,-,0.6,68.2,1.8,1,6.79,Villarreal,2013/2014
"Manu Trigueros 32,  M(CLR),FW",178,75,23(10),2017,1,1,3,-,1,80.7,0.9,1,6.76,Villarreal,2013/2014
"Aleksandar Pantic 31,  D(C)",184,77,6(1),506,-,-,-,-,0.1,83.2,1.6,-,6.66,Villarreal,2013/2014
"Nahuel Leiva 27,  AM(LR)",172,70,2(2),176,-,1,-,-,0.3,82,-,-,6.63,Villarreal,2013/2014
"Chechu Dorado 41,  D(C)",180,70,17(1),1492,-,1,2,-,-,83.8,0.6,-,6.59,Villarreal,2013/2014
"Sergio Asenjo 34,  GK",189,87,35,3105,-,-,-,-,-,46.4,0.3,1,6.57,Villarreal,2013/2014
"Juan Carlos Sánchez 36,  GK",182,72,3,270,-,-,-,-,-,60,0.7,-,6.55,Villarreal,2013/2014
"Jérémy Perbet 39,  FW",184,85,13(11),1153,8,2,3,-,1.4,63.2,0.4,-,6.51,Villarreal,2013/2014
"Tomás Pina 36,  M(C)",184,78,21(13),1974,1,-,6,-,0.2,79.5,0.9,-,6.47,Villarreal,2013/2014
"Jonathan Pereira 36,  FW",167,61,15(12),1316,3,5,3,-,1.1,72.8,0.1,1,6.4,Villarreal,2013/2014
"Óliver Torres 29,  M(CLR)",178,70,6(1),431,-,-,1,-,0.7,65.9,0.4,-,6.32,Villarreal,2013/2014
"Edu Ramos 32,  Midfielder",176,77,2(1),135,-,-,-,-,0.3,88.9,0.3,-,6.25,Villarreal,2013/2014
"Pablo Iñíguez 30,  Defender",186,75,3,219,-,-,-,1,0.3,70,0.7,-,6.08,Villarreal,2013/2014
"Goku Román 30,  Midfielder",175,65,1(1),90,-,-,-,-,0.5,70,-,-,5.87,Villarreal,2013/2014
"Carlos Vela 35,  M(CLR),FW",177,77,35(2),3116,15,12,4,-,2.2,78.9,0.7,5,7.42,Real Sociedad,2013/2014
"Joseba Zaldúa 31,  D(R)",176,70,10,890,-,-,2,-,0.2,72.3,2.7,-,7.24,Real Sociedad,2013/2014
"Antoine Griezmann 32,  AM(CLR),FW",176,73,31(4),2666,16,3,5,-,3.2,77.3,1.2,4,7.22,Real Sociedad,2013/2014
"Cote 34,  D(L)",182,74,22,1911,1,5,5,-,0.5,78.7,0.6,3,7.21,Real Sociedad,2013/2014
"Liassine Cadamuro 36,  D(CL)",188,81,4,360,-,-,-,-,-,84,2.8,1,7.13,Real Sociedad,2013/2014
"Markel Bergara 37,  M(C)",180,74,32,2729,1,2,4,-,0.5,83.5,2,1,7,Real Sociedad,2013/2014
"Carlos Martínez 37,  D(R)",189,79,24,2116,-,-,2,-,0.1,73.6,1.8,-,6.92,Real Sociedad,2013/2014
"Iñigo Martínez 32,  D(C)",182,76,35,3123,2,-,11,-,0.7,82.1,2,-,6.89,Real Sociedad,2013/2014
"Esteban Granero 36,  M(CLR)",180,78,2(2),247,-,1,1,-,0.5,91.8,0.5,-,6.87,Real Sociedad,2013/2014
"Ion Ansotegi 41,  D(C)",192,84,18(6),1787,2,-,1,-,0.5,81.2,2.4,-,6.86,Real Sociedad,2013/2014
"Alberto de la Bella 38,  D(L)",182,79,16(1),1466,1,2,4,-,0.9,81.4,1.1,-,6.85,Real Sociedad,2013/2014
"Mikel González 38,  D(C)",190,78,20(1),1744,-,-,7,1,0.1,82.2,2.1,2,6.78,Real Sociedad,2013/2014
"Sergio Canales 33,  M(CLR)",176,65,13(3),1046,2,-,3,-,1.6,83.7,0.3,1,6.78,Real Sociedad,2013/2014
"Xabi Prieto 40,  M(CLR)",187,76,18(12),1780,2,3,6,-,0.5,80.5,3,-,6.76,Real Sociedad,2013/2014
"David Zurutuza 37,  M(CL)",186,79,19(8),1683,1,2,4,-,0.6,78.1,1.3,-,6.76,Real Sociedad,2013/2014
"Rubén Pardo 31,  M(C)",181,69,21(14),1900,3,8,4,-,0.6,85.5,0.2,2,6.74,Real Sociedad,2013/2014
"Claudio Bravo 40,  GK",184,80,37,3330,-,-,3,-,-,56.4,0.5,1,6.74,Real Sociedad,2013/2014
"Gonzalo Castro 39,  AM(LR),FW",178,80,12(11),1022,2,3,1,-,1,79.8,0.6,1,6.69,Real Sociedad,2013/2014
"Imanol Agirretxe 37,  FW",187,78,21(10),1960,8,1,1,-,2,65.5,1.8,2,6.67,Real Sociedad,2013/2014
"Gorka Elustondo 36,  D(C),M(C)",184,79,11(9),1069,-,-,2,-,0.6,83.4,0.9,-,6.58,Real Sociedad,2013/2014
"Daniel Estrada 37,  D(R)",179,74,3,226,-,-,-,-,-,84.3,1.3,-,6.57,Real Sociedad,2013/2014
"Haris Seferovic 32,  AM(LR),FW",186,85,9(14),849,2,2,2,-,1.6,71.1,0.3,-,6.42,Real Sociedad,2013/2014
"Jon Gaztañaga 32,  Midfielder",180,70,1(2),139,-,1,1,-,0.3,87.1,1,-,6.39,Real Sociedad,2013/2014
"Javi Ros 34,  Midfielder",173,68,2(7),250,-,-,2,-,0.2,78.9,0.4,-,6.29,Real Sociedad,2013/2014
"Marco Sangalli 32,  Midfielder",179,66,1(1),103,-,-,-,-,-,91.2,0.5,-,6.1,Real Sociedad,2013/2014
"Eñaut Zubikarai 40,  GK",185,84,1,90,-,-,-,-,-,64.7,-,-,5.75,Real Sociedad,2013/2014
"Dani Parejo 34,  M(C)",182,74,28(3),2423,4,5,7,-,1,87.9,0.8,3,7.39,Valencia,2013/2014
"Jonathan Viera 34,  AM(CLR),FW",171,66,1,79,-,-,-,-,1,84.2,-,-,7.21,Valencia,2013/2014
"Pablo Piatti 34,  M(CLR)",163,63,13(4),1118,5,3,3,-,1.9,75,0.9,2,7.07,Valencia,2013/2014
"Jérémy Mathieu 40,  D(CL)",189,82,32,2824,3,-,6,1,0.5,82.8,1.9,-,7.07,Valencia,2013/2014
"Adil Rami 38,  D(C)",190,90,3,270,-,-,1,-,1,84.6,3.7,1,7.02,Valencia,2013/2014
"Juan Bernat 31,  D(L),M(CL)",177,67,26(6),2484,1,2,2,-,0.3,86.5,0.9,2,6.99,Valencia,2013/2014
"Sofiane Féghouli 34,  M(CR)",177,75,22(10),2067,4,8,4,-,1.5,73.5,1.2,1,6.96,Valencia,2013/2014
"Éver Banega 35,  M(C)",176,78,14(4),1156,1,3,5,-,1.1,84.3,0.2,1,6.95,Valencia,2013/2014
"Javi Fuego 40,  M(C)",181,76,25(2),2236,2,-,6,-,0.5,85.7,1.7,1,6.91,Valencia,2013/2014
"Antonio Barragán 36,  D(CR),M(R)",182,76,17(3),1492,-,4,1,2,0.3,79.9,1.2,-,6.88,Valencia,2013/2014
"Ricardo Costa 42,  D(C)",183,80,20,1717,3,-,6,1,0.7,86.7,2,-,6.86,Valencia,2013/2014
"Jonas 39,  AM(CLR),FW",181,73,23(8),2097,10,1,4,-,2.8,78.2,1.8,1,6.86,Valencia,2013/2014
"Federico Cartabia 31,  AM(CLR)",171,68,16(9),1423,-,1,3,-,1.8,81.4,0.3,2,6.85,Valencia,2013/2014
"Víctor Ruiz 35,  D(C)",184,95,8(3),770,1,-,3,-,0.2,83.2,2.4,-,6.84,Valencia,2013/2014
"Diego Alves 38,  GK",190,90,27,2285,-,-,3,-,-,48.4,0.4,3,6.83,Valencia,2013/2014
"Andrés Guardado 37,  D(L),M(CL)",169,60,12(4),1045,-,-,3,-,0.3,82.2,0.9,-,6.79,Valencia,2013/2014
"Rúben Vezo 29,  D(CR)",182,80,5(3),491,1,-,-,-,0.4,78.2,2,-,6.76,Valencia,2013/2014
"Seydou Keita 44,  M(C)",183,75,9(2),760,1,-,4,-,0.5,78.2,2,-,6.76,Valencia,2013/2014
"João Pereira 40,  D(R)",172,70,23(2),2074,-,2,7,-,0.2,80.8,0.2,-,6.69,Valencia,2013/2014
"Dorlan Pabón 36,  AM(CLR),FW",172,73,11(2),913,3,-,-,-,2.8,80.4,0.1,-,6.69,Valencia,2013/2014
"Oriol Romeu 32,  DMC",183,83,11(2),998,-,-,3,-,0.2,88.6,1.9,-,6.68,Valencia,2013/2014
"Paco Alcácer 30,  AM(R),FW",175,72,17(6),1542,6,2,6,-,1.9,69,1.5,1,6.67,Valencia,2013/2014
"José Gayà 28,  D(L),M(L)",172,66,1,90,-,-,-,-,-,56.6,1,-,6.66,Valencia,2013/2014
"Vicente Guaita 37,  GK",190,81,11(2),1136,-,-,1,-,-,52.1,0.6,-,6.63,Valencia,2013/2014
"Eduardo Vargas 34,  AM(CLR),FW",173,75,13(3),1103,3,1,3,-,1.8,76.3,1.8,-,6.58,Valencia,2013/2014
"Hélder Postiga 41,  FW",180,76,9(6),853,3,-,1,-,1.6,74.5,1.7,-,6.53,Valencia,2013/2014
"Míchel Herrero 35,  M(CR)",182,68,6(7),532,-,2,3,-,0.8,85.5,0.9,-,6.52,Valencia,2013/2014
"Philippe Senderos 39,  D(C)",190,86,7(1),658,-,-,4,-,0.5,78.9,2.1,-,6.49,Valencia,2013/2014
"Portu 31,  M(CLR),FW",167,66,1,70,-,-,1,-,-,74.2,3,-,6.38,Valencia,2013/2014
"Sergio Canales 33,  M(CLR)",176,65,7(12),818,-,1,1,-,1.2,87.3,0.2,-,6.31,Valencia,2013/2014
"Vinícius Araújo 31,  AM(L),FW",176,72,0(6),93,-,1,-,-,0.2,100,0.2,-,6.12,Valencia,2013/2014
"Sergio Álvarez 37,  GK",180,75,3,270,-,-,-,-,-,62.6,0.3,1,8.26,Celta Vigo,2013/2014
"Rafinha 32,  M(CLR)",174,71,27(5),2437,4,5,7,-,1,83,0.8,3,7.36,Celta Vigo,2013/2014
"Nolito 37,  AM(CL)",175,65,24(11),2264,12,2,6,-,2.3,71.8,0.4,4,7.13,Celta Vigo,2013/2014
"Fabián Orellana 38,  AM(CLR)",170,64,22(8),1956,5,6,4,-,1.3,76.5,0.5,1,7.1,Celta Vigo,2013/2014
"Andreu Fontàs 34,  D(C),DMC",188,91,35,3092,-,-,3,1,0.3,82.8,1.9,1,7.05,Celta Vigo,2013/2014
"Charles 39,  FW",179,76,29(1),2349,12,3,4,1,2.2,69.8,2.8,3,7.02,Celta Vigo,2013/2014
"Jonny Otto 30,  D(CLR),M(LR)",175,70,23(3),2166,-,2,4,-,0.3,81.2,1.1,-,6.96,Celta Vigo,2013/2014
"Hugo Mallo 32,  D(CR),M(R)",173,69,32(1),2838,-,1,9,-,0.6,77.6,1.3,1,6.93,Celta Vigo,2013/2014
"Íñigo López 41,  D(C)",184,81,5(4),565,1,-,-,-,0.2,82.3,3,1,6.86,Celta Vigo,2013/2014
"Toni Dovale 33,  D(L),M(R)",173,70,11(1),995,-,2,1,-,0.5,78,0.3,-,6.79,Celta Vigo,2013/2014
"Borja Oubiña 41,  DMC",179,75,24(1),2043,1,-,4,1,0.2,83.7,1.4,-,6.79,Celta Vigo,2013/2014
"Augusto Fernández 37,  M(CR)",177,73,29(4),2354,2,4,6,-,1.7,80.6,0.8,2,6.78,Celta Vigo,2013/2014
"Gustavo Cabral 38,  D(C)",182,80,23,1956,1,-,8,-,0.6,86.1,2.5,-,6.76,Celta Vigo,2013/2014
"Yoel Rodríguez 35,  GK",186,78,35,3150,-,-,1,-,-,61.5,0.2,2,6.69,Celta Vigo,2013/2014
"Michael Krohn-Dehli 40,  M(CLR)",171,70,21(10),1949,-,3,5,-,1.5,84.6,0.4,1,6.68,Celta Vigo,2013/2014
"Álex López 36,  M(C)",177,71,24(7),2015,5,2,6,-,1.6,84.3,0.4,1,6.66,Celta Vigo,2013/2014
"David Costas 28,  D(C)",184,71,13(4),1205,-,-,1,-,0.2,85.5,0.5,-,6.64,Celta Vigo,2013/2014
"Jon Aurtenetxe 32,  D(CL)",182,82,17(2),1553,-,2,6,1,0.3,71.2,1.4,-,6.62,Celta Vigo,2013/2014
"Carlos Bellvis 38,  D(L)",170,65,1,20,-,-,-,-,-,80,1,-,6.4,Celta Vigo,2013/2014
"Santi Mina 28,  AM(LR),FW",185,79,12(17),1229,2,-,1,-,1,72.8,1.4,-,6.37,Celta Vigo,2013/2014
"Mario Bermejo 45,  AM(C)",180,78,3(10),397,-,-,2,-,0.7,73.4,0.8,-,6.23,Celta Vigo,2013/2014
"David Rodríguez 38,  FW",178,75,1(4),123,-,1,1,-,0.8,72.2,0.8,-,6.22,Celta Vigo,2013/2014
"Lévy Madinda 31,  M(C)",182,77,5(13),645,-,-,1,-,0.4,86.5,0.3,-,6.17,Celta Vigo,2013/2014
"David Goldar 29,  Defender",180,77,0(1),13,-,-,-,-,-,75,-,-,6.15,Celta Vigo,2013/2014
"Welliton 37,  FW",177,78,0(1),4,-,-,-,-,-,-,-,-,6.02,Celta Vigo,2013/2014
"Jonathan Vila 38,  D(C)",186,78,0(1),1,-,-,-,-,-,-,-,-,6,Celta Vigo,2013/2014
"Keylor Navas 37,  GK",185,80,37,3250,-,-,3,1,-,43.3,0.7,4,7.24,Levante,2013/2014
"Javi Jiménez 36,  Goalkeeper",183,77,1(1),168,-,-,-,-,-,58.9,0.5,-,7.24,Levante,2013/2014
"Pape Diop 37,  M(C)",180,77,33(1),2764,4,-,8,1,1,70.8,2.1,3,7.08,Levante,2013/2014
"Simao Mate 35,  D(C),M(C)",180,78,30(1),2581,1,-,10,-,0.4,73,3.5,1,7.04,Levante,2013/2014
"Juanfran 47,  D(CL)",183,78,35,3106,-,1,6,1,0.2,65.9,1.4,2,7.03,Levante,2013/2014
"Loukas Vyntra 43,  D(CR)",184,80,31(2),2745,2,-,7,-,0.2,74.6,1.5,-,6.98,Levante,2013/2014
"David Navarro 43,  D(C)",188,82,29,2521,1,-,6,1,0.4,75.8,1.9,3,6.93,Levante,2013/2014
"David Barral 40,  FW",183,78,25(7),2255,7,-,11,1,2,67.4,3.4,3,6.82,Levante,2013/2014
"Pedro López 40,  D(R),M(R)",174,72,28(4),2547,1,1,10,1,0.3,71,1.1,-,6.76,Levante,2013/2014
"Héctor Rodas 36,  D(C)",190,85,12(3),1142,-,-,5,-,0.3,74.6,1.5,-,6.75,Levante,2013/2014
"Issam El Adoua 37,  D(C),DMC",187,78,9(8),995,-,-,1,-,0.4,70.5,0.9,1,6.7,Levante,2013/2014
"Víctor Casadesús 39,  AM(C),FW",180,79,13(1),1051,1,2,1,2,1.1,63.3,3.2,-,6.69,Levante,2013/2014
"Pedro Ríos 42,  M(R)",175,72,8(5),729,1,1,3,-,0.8,67.5,1.2,-,6.63,Levante,2013/2014
"Andreas Ivanschitz 40,  AM(CL)",184,82,20(9),1714,3,5,8,-,1.3,67.5,0.4,-,6.62,Levante,2013/2014
"Rubén García 30,  AM(CLR),FW",171,72,27(5),2363,2,-,7,-,0.8,72.2,0.6,-,6.62,Levante,2013/2014
